,Transcript stable ID
8474,ENSDART00000142820
8475,ENSDART00000142821
8476,ENSDART00000142828
8477,ENSDART00000142831
8478,ENSDART00000142836
8479,ENSDART00000142837
8480,ENSDART00000142849
8481,ENSDART00000142850
8482,ENSDART00000142851
8483,ENSDART00000142872
8484,ENSDART00000142878
8485,ENSDART00000142881
8486,ENSDART00000142887
8487,ENSDART00000142888
8488,ENSDART00000142889
8489,ENSDART00000142902
8490,ENSDART00000142918
8491,ENSDART00000142929
8492,ENSDART00000142938
8493,ENSDART00000142944
8494,ENSDART00000142945
8495,ENSDART00000142952
8496,ENSDART00000142953
8497,ENSDART00000142954
8498,ENSDART00000142960
8499,ENSDART00000142965
8500,ENSDART00000142970
8501,ENSDART00000142973
8502,ENSDART00000142976
8503,ENSDART00000142979
8504,ENSDART00000142997
8505,ENSDART00000143001
8506,ENSDART00000143004
8507,ENSDART00000143006
8508,ENSDART00000143008
8509,ENSDART00000143012
8510,ENSDART00000143017
8511,ENSDART00000143020
8512,ENSDART00000143038
8513,ENSDART00000143043
8514,ENSDART00000143046
8515,ENSDART00000143054
8516,ENSDART00000143059
8517,ENSDART00000143087
8518,ENSDART00000143088
8519,ENSDART00000143097
8520,ENSDART00000143098
8521,ENSDART00000143099
8522,ENSDART00000143103
8523,ENSDART00000143110
8524,ENSDART00000143112
8525,ENSDART00000143120
8526,ENSDART00000143130
8527,ENSDART00000143132
8528,ENSDART00000143135
8529,ENSDART00000143136
8530,ENSDART00000143152
8531,ENSDART00000143160
8532,ENSDART00000143165
8533,ENSDART00000143168
8534,ENSDART00000143171
8535,ENSDART00000143172
8536,ENSDART00000143184
8537,ENSDART00000143185
8538,ENSDART00000143189
8539,ENSDART00000143191
8540,ENSDART00000143210
8541,ENSDART00000143213
8542,ENSDART00000143214
8543,ENSDART00000143217
8544,ENSDART00000143223
8545,ENSDART00000143228
8546,ENSDART00000143233
8547,ENSDART00000143248
8548,ENSDART00000143271
8549,ENSDART00000143276
8550,ENSDART00000143283
8551,ENSDART00000143290
8552,ENSDART00000143294
8553,ENSDART00000143296
8554,ENSDART00000143300
8555,ENSDART00000143305
8556,ENSDART00000143308
8557,ENSDART00000143319
8558,ENSDART00000143324
8559,ENSDART00000143331
8560,ENSDART00000143332
8561,ENSDART00000143350
8562,ENSDART00000143361
8563,ENSDART00000143365
8564,ENSDART00000143379
8565,ENSDART00000143382
8566,ENSDART00000143385
8567,ENSDART00000143387
8568,ENSDART00000143394
8569,ENSDART00000143405
8570,ENSDART00000143412
8571,ENSDART00000143414
8572,ENSDART00000143415
8573,ENSDART00000143419
8574,ENSDART00000143428
8575,ENSDART00000143434
8576,ENSDART00000143436
8577,ENSDART00000143457
8578,ENSDART00000143461
8579,ENSDART00000143469
8580,ENSDART00000143472
8581,ENSDART00000143481
8582,ENSDART00000143485
8583,ENSDART00000143491
8584,ENSDART00000143494
8585,ENSDART00000143497
8586,ENSDART00000143508
8587,ENSDART00000143511
8588,ENSDART00000143518
8589,ENSDART00000143524
8590,ENSDART00000143539
8591,ENSDART00000143542
8592,ENSDART00000143543
8593,ENSDART00000143555
8594,ENSDART00000143567
8595,ENSDART00000143573
8596,ENSDART00000143574
8597,ENSDART00000143577
8598,ENSDART00000143581
8599,ENSDART00000143583
8600,ENSDART00000143591
8601,ENSDART00000143599
8602,ENSDART00000143604
8603,ENSDART00000143607
8604,ENSDART00000143609
8605,ENSDART00000143618
8606,ENSDART00000143619
8607,ENSDART00000143627
8608,ENSDART00000143636
8609,ENSDART00000143637
8610,ENSDART00000143641
8611,ENSDART00000143643
8612,ENSDART00000143649
8613,ENSDART00000143654
8614,ENSDART00000143664
8615,ENSDART00000143667
8616,ENSDART00000143668
8617,ENSDART00000143671
8618,ENSDART00000143675
8619,ENSDART00000143676
8620,ENSDART00000143684
8621,ENSDART00000143687
8622,ENSDART00000143697
8623,ENSDART00000143707
8624,ENSDART00000143708
8625,ENSDART00000143716
8626,ENSDART00000143720
8627,ENSDART00000143721
8628,ENSDART00000143723
8629,ENSDART00000143724
8630,ENSDART00000143745
8631,ENSDART00000143756
8632,ENSDART00000143757
8633,ENSDART00000143758
8634,ENSDART00000143759
8635,ENSDART00000143761
8636,ENSDART00000143770
8637,ENSDART00000143773
8638,ENSDART00000143784
8639,ENSDART00000143807
8640,ENSDART00000143809
8641,ENSDART00000143819
8642,ENSDART00000143825
8643,ENSDART00000143827
8644,ENSDART00000143836
8645,ENSDART00000143846
8646,ENSDART00000143849
8647,ENSDART00000143853
8648,ENSDART00000143857
8649,ENSDART00000143872
8650,ENSDART00000143873
8651,ENSDART00000143876
8652,ENSDART00000143880
8653,ENSDART00000143884
8654,ENSDART00000143901
8655,ENSDART00000143910
8656,ENSDART00000143917
8657,ENSDART00000143922
8658,ENSDART00000143923
8659,ENSDART00000143930
8660,ENSDART00000143938
8661,ENSDART00000143944
8662,ENSDART00000143948
8663,ENSDART00000143953
8664,ENSDART00000143956
8665,ENSDART00000143958
8666,ENSDART00000143959
8667,ENSDART00000143961
8668,ENSDART00000143965
8669,ENSDART00000143966
8670,ENSDART00000143973
8671,ENSDART00000143980
8672,ENSDART00000143983
8673,ENSDART00000143990
8674,ENSDART00000143994
8675,ENSDART00000144004
8676,ENSDART00000144008
8677,ENSDART00000144018
8678,ENSDART00000144022
8679,ENSDART00000144028
8680,ENSDART00000144035
8681,ENSDART00000144037
8682,ENSDART00000144043
8683,ENSDART00000144044
8684,ENSDART00000144058
8685,ENSDART00000144078
8686,ENSDART00000144095
8687,ENSDART00000144099
8688,ENSDART00000144100
8689,ENSDART00000144115
8690,ENSDART00000144116
8691,ENSDART00000144126
8692,ENSDART00000144138
8693,ENSDART00000144141
8694,ENSDART00000144142
8695,ENSDART00000144154
8696,ENSDART00000144164
8697,ENSDART00000144172
8698,ENSDART00000144174
8699,ENSDART00000144180
8700,ENSDART00000144198
8701,ENSDART00000144203
8702,ENSDART00000144208
8703,ENSDART00000144211
8704,ENSDART00000144213
8705,ENSDART00000144214
8706,ENSDART00000144219
8707,ENSDART00000144229
8708,ENSDART00000144230
8709,ENSDART00000144232
8710,ENSDART00000144235
8711,ENSDART00000144245
8712,ENSDART00000144248
8713,ENSDART00000144252
8714,ENSDART00000144272
8715,ENSDART00000144277
8716,ENSDART00000144280
8717,ENSDART00000144286
8718,ENSDART00000144293
8719,ENSDART00000144301
8720,ENSDART00000144303
8721,ENSDART00000144305
8722,ENSDART00000144306
8723,ENSDART00000144308
8724,ENSDART00000144316
8725,ENSDART00000144319
8726,ENSDART00000144320
8727,ENSDART00000144322
8728,ENSDART00000144326
8729,ENSDART00000144327
8730,ENSDART00000144333
8731,ENSDART00000144337
8732,ENSDART00000144340
8733,ENSDART00000144349
8734,ENSDART00000144351
8735,ENSDART00000144353
8736,ENSDART00000144369
8737,ENSDART00000144371
8738,ENSDART00000144376
8739,ENSDART00000144382
8740,ENSDART00000144383
8741,ENSDART00000144388
8742,ENSDART00000144391
8743,ENSDART00000144398
8744,ENSDART00000144406
8745,ENSDART00000144408
8746,ENSDART00000144409
8747,ENSDART00000144411
8748,ENSDART00000144415
8749,ENSDART00000144419
8750,ENSDART00000144423
8751,ENSDART00000144428
8752,ENSDART00000144440
8753,ENSDART00000144446
8754,ENSDART00000144455
8755,ENSDART00000144457
8756,ENSDART00000144468
8757,ENSDART00000144477
8758,ENSDART00000144479
8759,ENSDART00000144481
8760,ENSDART00000144485
8761,ENSDART00000144502
8762,ENSDART00000144514
8763,ENSDART00000144520
8764,ENSDART00000144521
8765,ENSDART00000144531
8766,ENSDART00000144532
8767,ENSDART00000144539
8768,ENSDART00000144545
8769,ENSDART00000144546
8770,ENSDART00000144549
8771,ENSDART00000144558
8772,ENSDART00000144561
8773,ENSDART00000144563
8774,ENSDART00000144564
8775,ENSDART00000144573
8776,ENSDART00000144574
8777,ENSDART00000144596
8778,ENSDART00000144599
8779,ENSDART00000144600
8780,ENSDART00000144601
8781,ENSDART00000144621
8782,ENSDART00000144623
8783,ENSDART00000144630
8784,ENSDART00000144634
8785,ENSDART00000144635
8786,ENSDART00000144637
8787,ENSDART00000144645
8788,ENSDART00000144652
8789,ENSDART00000144654
8790,ENSDART00000144661
8791,ENSDART00000144667
8792,ENSDART00000144678
8793,ENSDART00000144681
8794,ENSDART00000144686
8795,ENSDART00000144699
8796,ENSDART00000144700
8797,ENSDART00000144711
8798,ENSDART00000144712
8799,ENSDART00000144714
8800,ENSDART00000144726
8801,ENSDART00000144738
8802,ENSDART00000144741
8803,ENSDART00000144745
8804,ENSDART00000144755
8805,ENSDART00000144766
8806,ENSDART00000144769
8807,ENSDART00000144781
8808,ENSDART00000144783
8809,ENSDART00000144799
8810,ENSDART00000144804
8811,ENSDART00000144805
8812,ENSDART00000144814
8813,ENSDART00000144821
8814,ENSDART00000144829
8815,ENSDART00000144831
8816,ENSDART00000144832
8817,ENSDART00000144836
8818,ENSDART00000144843
8819,ENSDART00000144856
8820,ENSDART00000144860
8821,ENSDART00000144862
8822,ENSDART00000144874
8823,ENSDART00000144892
8824,ENSDART00000144893
8825,ENSDART00000144894
8826,ENSDART00000144897
8827,ENSDART00000144901
8828,ENSDART00000144902
8829,ENSDART00000144911
8830,ENSDART00000144925
8831,ENSDART00000144930
8832,ENSDART00000144933
8833,ENSDART00000144939
8834,ENSDART00000144946
8835,ENSDART00000144947
8836,ENSDART00000144949
8837,ENSDART00000144952
8838,ENSDART00000144955
8839,ENSDART00000144960
8840,ENSDART00000144961
8841,ENSDART00000144965
8842,ENSDART00000144971
8843,ENSDART00000144986
8844,ENSDART00000144993
8845,ENSDART00000145007
8846,ENSDART00000145010
8847,ENSDART00000145013
8848,ENSDART00000145029
8849,ENSDART00000145040
8850,ENSDART00000145051
8851,ENSDART00000145057
8852,ENSDART00000145060
8853,ENSDART00000145062
8854,ENSDART00000145063
8855,ENSDART00000145066
8856,ENSDART00000145083
8857,ENSDART00000145085
8858,ENSDART00000145091
8859,ENSDART00000145093
8860,ENSDART00000145100
8861,ENSDART00000145111
8862,ENSDART00000145114
8863,ENSDART00000145123
8864,ENSDART00000145127
8865,ENSDART00000145131
8866,ENSDART00000145153
8867,ENSDART00000145172
8868,ENSDART00000145174
8869,ENSDART00000145183
8870,ENSDART00000145191
8871,ENSDART00000145194
8872,ENSDART00000145198
8873,ENSDART00000145201
8874,ENSDART00000145223
8875,ENSDART00000145246
8876,ENSDART00000145247
8877,ENSDART00000145251
8878,ENSDART00000145256
8879,ENSDART00000145263
8880,ENSDART00000145269
8881,ENSDART00000145287
8882,ENSDART00000145288
8883,ENSDART00000145289
8884,ENSDART00000145293
8885,ENSDART00000145300
8886,ENSDART00000145303
8887,ENSDART00000145311
8888,ENSDART00000145316
8889,ENSDART00000145322
8890,ENSDART00000145332
8891,ENSDART00000145334
8892,ENSDART00000145355
8893,ENSDART00000145357
8894,ENSDART00000145363
8895,ENSDART00000145366
8896,ENSDART00000145369
8897,ENSDART00000145373
8898,ENSDART00000145375
8899,ENSDART00000145378
8900,ENSDART00000145379
8901,ENSDART00000145387
8902,ENSDART00000145391
8903,ENSDART00000145396
8904,ENSDART00000145400
8905,ENSDART00000145407
8906,ENSDART00000145409
8907,ENSDART00000145419
8908,ENSDART00000145423
8909,ENSDART00000145428
8910,ENSDART00000145435
8911,ENSDART00000145436
8912,ENSDART00000145442
8913,ENSDART00000145444
8914,ENSDART00000145451
8915,ENSDART00000145453
8916,ENSDART00000145459
8917,ENSDART00000145464
8918,ENSDART00000145466
8919,ENSDART00000145467
8920,ENSDART00000145468
8921,ENSDART00000145481
8922,ENSDART00000145483
8923,ENSDART00000145486
8924,ENSDART00000145505
8925,ENSDART00000145506
8926,ENSDART00000145507
8927,ENSDART00000145521
8928,ENSDART00000145529
8929,ENSDART00000145533
8930,ENSDART00000145538
8931,ENSDART00000145541
8932,ENSDART00000145542
8933,ENSDART00000145552
8934,ENSDART00000145571
8935,ENSDART00000145576
8936,ENSDART00000145581
8937,ENSDART00000145582
8938,ENSDART00000145593
8939,ENSDART00000145598
8940,ENSDART00000145605
8941,ENSDART00000145616
8942,ENSDART00000145622
8943,ENSDART00000145623
8944,ENSDART00000145631
8945,ENSDART00000145634
8946,ENSDART00000145637
8947,ENSDART00000145639
8948,ENSDART00000145643
8949,ENSDART00000145648
8950,ENSDART00000145653
8951,ENSDART00000145692
8952,ENSDART00000145694
8953,ENSDART00000145704
8954,ENSDART00000145705
8955,ENSDART00000145715
8956,ENSDART00000145730
8957,ENSDART00000145735
8958,ENSDART00000145736
8959,ENSDART00000145737
8960,ENSDART00000145741
8961,ENSDART00000145744
8962,ENSDART00000145752
8963,ENSDART00000145757
8964,ENSDART00000145768
8965,ENSDART00000145776
8966,ENSDART00000145778
8967,ENSDART00000145781
8968,ENSDART00000145787
8969,ENSDART00000145809
8970,ENSDART00000145825
8971,ENSDART00000145828
8972,ENSDART00000145830
8973,ENSDART00000145839
8974,ENSDART00000145842
8975,ENSDART00000145850
8976,ENSDART00000145851
8977,ENSDART00000145852
8978,ENSDART00000145859
8979,ENSDART00000145867
8980,ENSDART00000145871
8981,ENSDART00000145876
8982,ENSDART00000145877
8983,ENSDART00000145887
8984,ENSDART00000145889
8985,ENSDART00000145891
8986,ENSDART00000145893
8987,ENSDART00000145896
8988,ENSDART00000145907
8989,ENSDART00000145908
8990,ENSDART00000145910
8991,ENSDART00000145920
8992,ENSDART00000145930
8993,ENSDART00000145944
8994,ENSDART00000145956
8995,ENSDART00000145959
8996,ENSDART00000145965
8997,ENSDART00000145967
8998,ENSDART00000145971
8999,ENSDART00000145974
9000,ENSDART00000145987
9001,ENSDART00000145991
9002,ENSDART00000145992
9003,ENSDART00000145997
9004,ENSDART00000146001
9005,ENSDART00000146004
9006,ENSDART00000146005
9007,ENSDART00000146010
9008,ENSDART00000146013
9009,ENSDART00000146014
9010,ENSDART00000146016
9011,ENSDART00000146020
9012,ENSDART00000146024
9013,ENSDART00000146026
9014,ENSDART00000146037
9015,ENSDART00000146039
9016,ENSDART00000146040
9017,ENSDART00000146042
9018,ENSDART00000146051
9019,ENSDART00000146056
9020,ENSDART00000146061
9021,ENSDART00000146062
9022,ENSDART00000146063
9023,ENSDART00000146067
9024,ENSDART00000146070
9025,ENSDART00000146074
9026,ENSDART00000146075
9027,ENSDART00000146079
9028,ENSDART00000146087
9029,ENSDART00000146088
9030,ENSDART00000146093
9031,ENSDART00000146095
9032,ENSDART00000146097
9033,ENSDART00000146103
9034,ENSDART00000146114
9035,ENSDART00000146117
9036,ENSDART00000146123
9037,ENSDART00000146128
9038,ENSDART00000146134
9039,ENSDART00000146136
9040,ENSDART00000146140
9041,ENSDART00000146142
9042,ENSDART00000146148
9043,ENSDART00000146151
9044,ENSDART00000146163
9045,ENSDART00000146175
9046,ENSDART00000146183
9047,ENSDART00000146185
9048,ENSDART00000146189
9049,ENSDART00000146192
9050,ENSDART00000146209
9051,ENSDART00000146221
9052,ENSDART00000146240
9053,ENSDART00000146241
9054,ENSDART00000146265
9055,ENSDART00000146280
9056,ENSDART00000146285
9057,ENSDART00000146287
9058,ENSDART00000146289
9059,ENSDART00000146298
9060,ENSDART00000146299
9061,ENSDART00000146309
9062,ENSDART00000146315
9063,ENSDART00000146321
9064,ENSDART00000146325
9065,ENSDART00000146329
9066,ENSDART00000146335
9067,ENSDART00000146336
9068,ENSDART00000146337
9069,ENSDART00000146353
9070,ENSDART00000146364
9071,ENSDART00000146368
9072,ENSDART00000146371
9073,ENSDART00000146376
9074,ENSDART00000146383
9075,ENSDART00000146386
9076,ENSDART00000146402
9077,ENSDART00000146415
9078,ENSDART00000146418
9079,ENSDART00000146424
9080,ENSDART00000146425
9081,ENSDART00000146431
9082,ENSDART00000146434
9083,ENSDART00000146435
9084,ENSDART00000146440
9085,ENSDART00000146451
9086,ENSDART00000146452
9087,ENSDART00000146455
9088,ENSDART00000146459
9089,ENSDART00000146474
9090,ENSDART00000146479
9091,ENSDART00000146480
9092,ENSDART00000146489
9093,ENSDART00000146490
9094,ENSDART00000146495
9095,ENSDART00000146503
9096,ENSDART00000146509
9097,ENSDART00000146510
9098,ENSDART00000146512
9099,ENSDART00000146516
9100,ENSDART00000146519
9101,ENSDART00000146524
9102,ENSDART00000146528
9103,ENSDART00000146531
9104,ENSDART00000146533
9105,ENSDART00000146541
9106,ENSDART00000146546
9107,ENSDART00000146548
9108,ENSDART00000146552
9109,ENSDART00000146557
9110,ENSDART00000146559
9111,ENSDART00000146564
9112,ENSDART00000146575
9113,ENSDART00000146581
9114,ENSDART00000146596
9115,ENSDART00000146602
9116,ENSDART00000146605
9117,ENSDART00000146607
9118,ENSDART00000146610
9119,ENSDART00000146612
9120,ENSDART00000146619
9121,ENSDART00000146621
9122,ENSDART00000146628
9123,ENSDART00000146629
9124,ENSDART00000146630
9125,ENSDART00000146632
9126,ENSDART00000146633
9127,ENSDART00000146634
9128,ENSDART00000146637
9129,ENSDART00000146648
9130,ENSDART00000146651
9131,ENSDART00000146673
9132,ENSDART00000146677
9133,ENSDART00000146681
9134,ENSDART00000146687
9135,ENSDART00000146688
9136,ENSDART00000146689
9137,ENSDART00000146691
9138,ENSDART00000146692
9139,ENSDART00000146701
9140,ENSDART00000146711
9141,ENSDART00000146717
9142,ENSDART00000146719
9143,ENSDART00000146723
9144,ENSDART00000146724
9145,ENSDART00000146728
9146,ENSDART00000146729
9147,ENSDART00000146734
9148,ENSDART00000146747
9149,ENSDART00000146751
9150,ENSDART00000146762
9151,ENSDART00000146763
9152,ENSDART00000146768
9153,ENSDART00000146775
9154,ENSDART00000146779
9155,ENSDART00000146786
9156,ENSDART00000146787
9157,ENSDART00000146788
9158,ENSDART00000146795
9159,ENSDART00000146797
9160,ENSDART00000146801
9161,ENSDART00000146803
9162,ENSDART00000146815
9163,ENSDART00000146820
9164,ENSDART00000146830
9165,ENSDART00000146840
9166,ENSDART00000146856
9167,ENSDART00000146857
9168,ENSDART00000146858
9169,ENSDART00000146859
9170,ENSDART00000146860
9171,ENSDART00000146870
9172,ENSDART00000146873
9173,ENSDART00000146882
9174,ENSDART00000146889
9175,ENSDART00000146893
9176,ENSDART00000146896
9177,ENSDART00000146901
9178,ENSDART00000146912
9179,ENSDART00000146918
9180,ENSDART00000146935
9181,ENSDART00000146940
9182,ENSDART00000146946
9183,ENSDART00000146963
9184,ENSDART00000146964
9185,ENSDART00000146965
9186,ENSDART00000146967
9187,ENSDART00000146977
9188,ENSDART00000146980
9189,ENSDART00000147004
9190,ENSDART00000147007
9191,ENSDART00000147009
9192,ENSDART00000147012
9193,ENSDART00000147027
9194,ENSDART00000147030
9195,ENSDART00000147034
9196,ENSDART00000147036
9197,ENSDART00000147044
9198,ENSDART00000147053
9199,ENSDART00000147068
9200,ENSDART00000147070
9201,ENSDART00000147081
9202,ENSDART00000147089
9203,ENSDART00000147098
9204,ENSDART00000147099
9205,ENSDART00000147104
9206,ENSDART00000147105
9207,ENSDART00000147115
9208,ENSDART00000147116
9209,ENSDART00000147117
9210,ENSDART00000147121
9211,ENSDART00000147126
9212,ENSDART00000147131
9213,ENSDART00000147140
9214,ENSDART00000147146
9215,ENSDART00000147153
9216,ENSDART00000147154
9217,ENSDART00000147157
9218,ENSDART00000147158
9219,ENSDART00000147165
9220,ENSDART00000147173
9221,ENSDART00000147181
9222,ENSDART00000147189
9223,ENSDART00000147202
9224,ENSDART00000147204
9225,ENSDART00000147207
9226,ENSDART00000147215
9227,ENSDART00000147216
9228,ENSDART00000147219
9229,ENSDART00000147220
9230,ENSDART00000147226
9231,ENSDART00000147236
9232,ENSDART00000147240
9233,ENSDART00000147242
9234,ENSDART00000147244
9235,ENSDART00000147252
9236,ENSDART00000147255
9237,ENSDART00000147259
9238,ENSDART00000147273
9239,ENSDART00000147274
9240,ENSDART00000147285
9241,ENSDART00000147286
9242,ENSDART00000147289
9243,ENSDART00000147296
9244,ENSDART00000147299
9245,ENSDART00000147308
9246,ENSDART00000147310
9247,ENSDART00000147314
9248,ENSDART00000147320
9249,ENSDART00000147326
9250,ENSDART00000147348
9251,ENSDART00000147361
9252,ENSDART00000147368
9253,ENSDART00000147377
9254,ENSDART00000147382
9255,ENSDART00000147391
9256,ENSDART00000147392
9257,ENSDART00000147413
9258,ENSDART00000147414
9259,ENSDART00000147421
9260,ENSDART00000147424
9261,ENSDART00000147432
9262,ENSDART00000147441
9263,ENSDART00000147447
9264,ENSDART00000147448
9265,ENSDART00000147450
9266,ENSDART00000147451
9267,ENSDART00000147462
9268,ENSDART00000147464
9269,ENSDART00000147466
9270,ENSDART00000147478
9271,ENSDART00000147484
9272,ENSDART00000147493
9273,ENSDART00000147497
9274,ENSDART00000147498
9275,ENSDART00000147504
9276,ENSDART00000147505
9277,ENSDART00000147511
9278,ENSDART00000147517
9279,ENSDART00000147519
9280,ENSDART00000147523
9281,ENSDART00000147527
9282,ENSDART00000147535
9283,ENSDART00000147539
9284,ENSDART00000147540
9285,ENSDART00000147542
9286,ENSDART00000147550
9287,ENSDART00000147552
9288,ENSDART00000147553
9289,ENSDART00000147554
9290,ENSDART00000147564
9291,ENSDART00000147566
9292,ENSDART00000147569
9293,ENSDART00000147578
9294,ENSDART00000147584
9295,ENSDART00000147591
9296,ENSDART00000147597
9297,ENSDART00000147603
9298,ENSDART00000147606
9299,ENSDART00000147611
9300,ENSDART00000147613
9301,ENSDART00000147617
9302,ENSDART00000147619
9303,ENSDART00000147621
9304,ENSDART00000147627
9305,ENSDART00000147633
9306,ENSDART00000147634
9307,ENSDART00000147637
9308,ENSDART00000147644
9309,ENSDART00000147653
9310,ENSDART00000147658
9311,ENSDART00000147660
9312,ENSDART00000147661
9313,ENSDART00000147662
9314,ENSDART00000147665
9315,ENSDART00000147667
9316,ENSDART00000147677
9317,ENSDART00000147693
9318,ENSDART00000147696
9319,ENSDART00000147698
9320,ENSDART00000147706
9321,ENSDART00000147727
9322,ENSDART00000147729
9323,ENSDART00000147730
9324,ENSDART00000147733
9325,ENSDART00000147742
9326,ENSDART00000147745
9327,ENSDART00000147753
9328,ENSDART00000147754
9329,ENSDART00000147756
9330,ENSDART00000147768
9331,ENSDART00000147793
9332,ENSDART00000147796
9333,ENSDART00000147798
9334,ENSDART00000147800
9335,ENSDART00000147802
9336,ENSDART00000147820
9337,ENSDART00000147821
9338,ENSDART00000147826
9339,ENSDART00000147830
9340,ENSDART00000147839
9341,ENSDART00000147849
9342,ENSDART00000147862
9343,ENSDART00000147874
9344,ENSDART00000147876
9345,ENSDART00000147878
9346,ENSDART00000147884
9347,ENSDART00000147885
9348,ENSDART00000147890
9349,ENSDART00000147893
9350,ENSDART00000147900
9351,ENSDART00000147904
9352,ENSDART00000147905
9353,ENSDART00000147907
9354,ENSDART00000147912
9355,ENSDART00000147913
9356,ENSDART00000147915
9357,ENSDART00000147931
9358,ENSDART00000147934
9359,ENSDART00000147942
9360,ENSDART00000147945
9361,ENSDART00000147949
9362,ENSDART00000147953
9363,ENSDART00000147956
9364,ENSDART00000147959
9365,ENSDART00000147962
9366,ENSDART00000147963
9367,ENSDART00000147973
9368,ENSDART00000147975
9369,ENSDART00000147977
9370,ENSDART00000147978
9371,ENSDART00000147990
9372,ENSDART00000147991
9373,ENSDART00000147998
9374,ENSDART00000148017
9375,ENSDART00000148019
9376,ENSDART00000148033
9377,ENSDART00000148038
9378,ENSDART00000148042
9379,ENSDART00000148044
9380,ENSDART00000148063
9381,ENSDART00000148066
9382,ENSDART00000148075
9383,ENSDART00000148079
9384,ENSDART00000148085
9385,ENSDART00000148090
9386,ENSDART00000148106
9387,ENSDART00000148107
9388,ENSDART00000148119
9389,ENSDART00000148125
9390,ENSDART00000148129
9391,ENSDART00000148138
9392,ENSDART00000148158
9393,ENSDART00000148160
9394,ENSDART00000148163
9395,ENSDART00000148175
9396,ENSDART00000148179
9397,ENSDART00000148195
9398,ENSDART00000148198
9399,ENSDART00000148206
9400,ENSDART00000148219
9401,ENSDART00000148227
9402,ENSDART00000148231
9403,ENSDART00000148233
9404,ENSDART00000148238
9405,ENSDART00000148245
9406,ENSDART00000148247
9407,ENSDART00000148258
9408,ENSDART00000148280
9409,ENSDART00000148290
9410,ENSDART00000148292
9411,ENSDART00000148302
9412,ENSDART00000148305
9413,ENSDART00000148308
9414,ENSDART00000148323
9415,ENSDART00000148333
9416,ENSDART00000148353
9417,ENSDART00000148355
9418,ENSDART00000148356
9419,ENSDART00000148361
9420,ENSDART00000148369
9421,ENSDART00000148381
9422,ENSDART00000148382
9423,ENSDART00000148388
9424,ENSDART00000148398
9425,ENSDART00000148406
9426,ENSDART00000148414
9427,ENSDART00000148419
9428,ENSDART00000148425
9429,ENSDART00000148431
9430,ENSDART00000148432
9431,ENSDART00000148439
9432,ENSDART00000148441
9433,ENSDART00000148443
9434,ENSDART00000148444
9435,ENSDART00000148448
9436,ENSDART00000148459
9437,ENSDART00000148460
9438,ENSDART00000148463
9439,ENSDART00000148484
9440,ENSDART00000148514
9441,ENSDART00000148517
9442,ENSDART00000148522
9443,ENSDART00000148524
9444,ENSDART00000148528
9445,ENSDART00000148535
9446,ENSDART00000148536
9447,ENSDART00000148538
9448,ENSDART00000148544
9449,ENSDART00000148545
9450,ENSDART00000148548
9451,ENSDART00000148553
9452,ENSDART00000148565
9453,ENSDART00000148574
9454,ENSDART00000148575
9455,ENSDART00000148577
9456,ENSDART00000148590
9457,ENSDART00000148592
9458,ENSDART00000148595
9459,ENSDART00000148608
9460,ENSDART00000148609
9461,ENSDART00000148611
9462,ENSDART00000148612
9463,ENSDART00000148613
9464,ENSDART00000148618
9465,ENSDART00000148629
9466,ENSDART00000148630
9467,ENSDART00000148632
9468,ENSDART00000148641
9469,ENSDART00000148643
9470,ENSDART00000148650
9471,ENSDART00000148654
9472,ENSDART00000148656
9473,ENSDART00000148659
9474,ENSDART00000148661
9475,ENSDART00000148662
9476,ENSDART00000148666
9477,ENSDART00000148668
9478,ENSDART00000148674
9479,ENSDART00000148676
9480,ENSDART00000148689
9481,ENSDART00000148693
9482,ENSDART00000148703
9483,ENSDART00000148706
9484,ENSDART00000148709
9485,ENSDART00000148710
9486,ENSDART00000148716
9487,ENSDART00000148720
9488,ENSDART00000148725
9489,ENSDART00000148733
9490,ENSDART00000148734
9491,ENSDART00000148741
9492,ENSDART00000148744
9493,ENSDART00000148746
9494,ENSDART00000148747
9495,ENSDART00000148749
9496,ENSDART00000148752
9497,ENSDART00000148762
9498,ENSDART00000148763
9499,ENSDART00000148770
9500,ENSDART00000148774
9501,ENSDART00000148803
9502,ENSDART00000148813
9503,ENSDART00000148816
9504,ENSDART00000148818
9505,ENSDART00000148822
9506,ENSDART00000148826
9507,ENSDART00000148853
9508,ENSDART00000148865
9509,ENSDART00000148868
9510,ENSDART00000148877
9511,ENSDART00000148888
9512,ENSDART00000148899
9513,ENSDART00000148905
9514,ENSDART00000148912
9515,ENSDART00000148935
9516,ENSDART00000148953
9517,ENSDART00000148956
9518,ENSDART00000148961
9519,ENSDART00000148976
9520,ENSDART00000148989
9521,ENSDART00000148991
9522,ENSDART00000148993
9523,ENSDART00000148999
9524,ENSDART00000149015
9525,ENSDART00000149018
9526,ENSDART00000149024
9527,ENSDART00000149032
9528,ENSDART00000149035
9529,ENSDART00000149037
9530,ENSDART00000149041
9531,ENSDART00000149045
9532,ENSDART00000149061
9533,ENSDART00000149068
9534,ENSDART00000149071
9535,ENSDART00000149082
9536,ENSDART00000149088
9537,ENSDART00000149093
9538,ENSDART00000149098
9539,ENSDART00000149099
9540,ENSDART00000149105
9541,ENSDART00000149117
9542,ENSDART00000149128
9543,ENSDART00000149146
9544,ENSDART00000149151
9545,ENSDART00000149154
9546,ENSDART00000149171
9547,ENSDART00000149172
9548,ENSDART00000149177
9549,ENSDART00000149185
